Slider,x,first,second
1996,Saudi Arabia,,2409008.0
1997,Taiwan,,2454079.0
1988,Portugal,,2538321.0
1995,Taiwan,,2561779.0
1977,Chile,,2568149.0
1993,Slovenia,,2609520.0
2002,Saudi Arabia,,2651835.0
1991,Romania,,2904763.0
1989,Qatar,,2949100.0
2002,Kuwait,,3038480.0
1993,Korea,,3157283.0
1992,Korea,,3337566.0
2004,United Arab Emirates,,3451690.0
1981,Italy,,3585196.0
1977,United Arab Emirates,,3599299.0
1995,Korea,,3947605.0
1980,Portugal,,4136160.0
1978,Chile,,4418418.0
2001,Saudi Arabia,,5047242.0
1989,Romania,,5092048.0
2000,Cyprus,,5189473.0
1991,Taiwan,,5446049.0
1994,Saudi Arabia,,5682814.0
1975,Cyprus,,5864941.0
1991,Ireland,,6065209.0
2003,Slovenia,,6291746.0
1994,Kuwait,,6860796.0
1986,Poland,,7204596.0
1995,Saudi Arabia,,7397882.0
1995,Slovenia,,7405043.0
2002,Slovenia,,7663650.0
1997,Slovenia,,7858148.0
1992,Lithuania,,8257205.0
1997,Estonia,,8307811.0
1998,Slovenia,,8484412.0
2003,Saudi Arabia,,8735630.0
1993,Slovak Republic,,9121048.0
1988,Qatar,,9137956.0
1999,Estonia,,9201870.0
2005,Saudi Arabia,,9206877.0
1996,Taiwan,,9333721.0
2003,Cyprus,,9421124.0
1994,United Arab Emirates,,9485289.0
1993,Qatar,,9564499.0
1997,Cyprus,,9602634.0
1973,Cyprus,,9613414.0
1991,Kuwait,,10244282.0
1999,Latvia,,10570801.0
1992,Slovenia,,10624910.0
1998,Korea,,10793650.0
1988,Poland,,11464751.0
1980,New Zealand,,11703716.0
1990,Cyprus,,11768247.0
1979,Saudi Arabia,,12014220.0
1999,Lithuania,,12053667.0
1994,Slovenia,,12375582.0
2004,Slovenia,,12414136.0
2004,Saudi Arabia,,12603354.0
1999,Slovenia,,12831539.0
2001,Taiwan,,13689330.0
2001,Slovenia,,13913044.0
2000,Latvia,,14205663.0
2006,Saudi Arabia,,14209342.0
1987,Taiwan,,14965414.0
2003,Taiwan,,15103689.0
1979,Colombia,,15388003.0
2004,Latvia,,15622106.0
2003,Latvia,,15787761.0
1979,Cyprus,,15837039.0
2003,Estonia,,15925093.0
2000,Estonia,,16010329.0
1992,Estonia,,16023398.0
1974,Cyprus,,16432279.0
2007,Saudi Arabia,,16462193.0
2000,Lithuania,,16836580.0
1980,Chile,,17218386.0
1996,Cyprus,,17809922.0
2004,Taiwan,,17888290.0
1980,Iceland,,18060045.0
1995,Estonia,,18418713.0
2004,Estonia,,19139015.0
1999,Cyprus,,19380977.0
1998,Estonia,,20250742.0
1997,Lithuania,,20435390.0
1977,Cyprus,,20945184.0
1986,Taiwan,,21795291.0
1986,Portugal,,21863247.0
1997,Latvia,,22485213.0
2001,Latvia,,22714406.0
1998,Slovak Republic,,22763026.0
2002,Cyprus,,23150596.0
2002,Latvia,,23562554.0
1991,Cyprus,,24108788.0
2004,Cyprus,,24632806.0
2000,Slovak Republic,,24767414.0
1981,Chile,,24802202.0
1996,Latvia,,25044880.0
2002,Lithuania,,25362242.0
1994,Estonia,,25652518.0
1982,Chile,,25718071.0
1981,Greece,,26046686.0
2001,Cyprus,,26263860.0
1999,Hungary,,26274654.0
1984,Finland,,26553629.0
1998,Hungary,,27853171.0
1994,Latvia,,28380386.0
1994,Lithuania,,28739967.0
1985,Taiwan,,28782961.0
1987,Cyprus,,29088415.0
1992,Cyprus,,29261936.0
1988,Taiwan,,29459009.0
2000,Hungary,,29607289.0
1980,Ireland,,30268231.0
2004,Lithuania,,30341902.0
2001,Lithuania,,30635613.0
1996,Estonia,,30942970.0
1976,Cyprus,,31022257.0
1985,Hungary,,31296368.0
1982,Cyprus,,31348629.0
2000,Slovenia,,32556545.0
1989,Cyprus,,32612810.0
2003,Lithuania,,33181470.0
2004,Slovak Republic,,33775543.0
1983,Chile,,33869655.0
2002,Slovak Republic,,35860783.0
1985,Greece,,36819257.0
1988,Greece,,37727914.0
1993,Estonia,,38337840.0
1995,Latvia,,39008900.0
1985,Cyprus,,39214175.0
1991,Korea,,39850875.0
2004,Czech Republic,,41237106.0
2003,Slovak Republic,,41479968.0
1993,Cyprus,,42046495.0
1988,Saudi Arabia,,42431775.0
1980,Romania,,44381441.0
1998,Latvia,,46078691.0
1994,Cyprus,,46104382.0
2002,Hungary,,46184177.0
1990,Ireland,,46238132.0
1994,Romania,,47195859.0
1979,Chile,,49451759.0
1983,Cyprus,,51405078.0
1994,Slovak Republic,,52553361.0
1993,Latvia,,52648796.0
2001,Slovak Republic,,52945385.0
1997,Hungary,,53047029.0
2004,Hungary,,53861240.0
1983,Taiwan,,54105626.0
1978,Colombia,,54438681.0
1986,Cyprus,,56716357.0
1981,Ireland,,58605044.0
1988,Cyprus,,60836704.0
1998,Lithuania,,61227246.0
1987,Chile,,62625327.0
2011,Chile,,63814172.0
1991,South Africa,,64650922.0
1996,Chile,,66195930.0
1977,Colombia,,67799905.0
2003,Hungary,,68595560.0
2001,Hungary,,71227382.0
2012,Chile,,72801720.0
1988,Chile,,73331550.0
1993,Lithuania,,73709134.0
1987,Colombia,,74058995.0
1980,Poland,,75000451.0
1989,Taiwan,,75026666.0
1995,Slovak Republic,,75586685.0
1982,Spain,,77227580.0
1984,Cyprus,,79282641.0
1999,Czech Republic,,82522618.0
1986,Finland,,83529726.0
1976,Brazil,,83580485.0
1995,Lithuania,,83881095.0
1980,Cyprus,,87110643.0
1973,Chile,,88056078.0
1996,Lithuania,,89026730.0
1991,Saudi Arabia,,89458009.0
1996,Slovenia,,90121406.0
1993,Romania,,92433527.0
1997,Colombia,,94226174.0
1994,Chile,,98616016.0
1975,Brazil,,100725686.0
1987,South Africa,,105825534.0
1992,Latvia,,106443347.0
1976,Thailand,,110042103.0
1981,Cyprus,,110234644.0
1983,Colombia,,110714529.0
1980,Greece,,115371982.0
2003,Korea,,117959852.0
1986,Korea,,119590826.0
1998,Czech Republic,,120505911.0
1996,Slovak Republic,,120767538.0
1986,Chile,,123522992.0
1983,Brazil,,129429939.0
1987,United Arab Emirates,,131760270.0
1999,Slovak Republic,,132187615.0
1985,United Arab Emirates,,136260119.0
2004,Korea,,142941011.0
1976,Colombia,,143082677.0
2000,Chile,,143596162.0
1981,Portugal,,144765310.0
1975,Colombia,,145779156.0
2000,Czech Republic,,145892164.0
1979,Korea,,146708076.0
1980,Belgium,,147868500.0
1992,Saudi Arabia,,148479604.0
1978,Brazil,,151531351.0
1989,Chile,,152229260.0
1976,Chile,,155551297.0
1979,Brazil,,167462062.0
1997,Romania,,168028130.0
1993,Czech Republic,,170159661.0
2002,Taiwan,,170259619.0
1992,Romania,,174756620.0
1999,Ireland,,174812788.0
1981,Colombia,,176100059.0
1992,Hungary,,179864578.0
1997,Chile,,180051006.0
1995,Czech Republic,,182015721.0
1995,Romania,,189810215.0
2011,Thailand,,196842375.0
1982,Saudi Arabia,,197083911.0
2004,Romania,,198721214.0
1981,Spain,,199457361.0
1989,Colombia,,200318505.0
2003,Romania,,202807923.0
1974,Colombia,,203545814.0
1984,Colombia,,204495135.0
1973,Thailand,,206363405.0
1992,Czech Republic,,212986243.0
1982,Korea,,216083049.0
1997,Slovak Republic,,219387257.0
1999,Romania,,222375326.0
2000,Romania,,223359836.0
1989,Korea,,233488453.0
1988,Colombia,,234020126.0
1992,South Africa,,234490451.0
1996,Romania,,240362515.0
1993,Chile,,246885634.0
1984,Taiwan,,247894043.0
1980,Colombia,,257368296.0
1974,Chile,,257689227.0
2013,Thailand,,259915985.0
1990,Chile,,260281186.0
1981,Romania,,262077414.0
1992,Brazil,,269771857.0
1990,South Africa,,271828896.0
2002,Romania,,277336395.0
1998,Chile,,279286896.0
1980,Spain,,285026867.0
2003,Thailand,,289796785.0
2001,Chile,,290131143.0
1975,Korea,,299226023.0
2013,Chile,,302293325.0
1995,Kuwait,,302540263.0
1994,Colombia,,303016912.0
1991,Greece,,303412067.0
1974,Brazil,,306601048.0
1997,Poland,,309290589.0
1986,Colombia,,310212012.0
1973,Brazil,,312075045.0
1999,Chile,,312658747.0
1981,Taiwan,,312886996.0
1984,Chile,,314012953.0
1990,Hungary,,315616677.0
1988,Brazil,,319508348.0
1989,South Africa,,320399942.0
1993,Hungary,,322532354.0
1991,Poland,,326279481.0
1995,Chile,,326285394.0
1995,Hungary,,330369147.0
2012,Thailand,,333622409.0
1975,Thailand,,333639956.0
1998,Poland,,338026840.0
1998,Romania,,339859562.0
1996,Hungary,,349275403.0
1996,Poland,,359200576.0
1975,Chile,,365408442.0
1993,Poland,,367250867.0
1996,Korea,,369583888.0
1980,Taiwan,,374058844.0
1999,Poland,,377114427.0
1991,Czech Republic,,392264026.0
1994,Hungary,,393976481.0
1980,Brazil,,397591374.0
1986,Brazil,,398238987.0
1998,Colombia,,407763235.0
1993,Luxembourg,,415719806.0
1977,Korea,,418471898.0
2004,Poland,,428513747.0
1994,Poland,,431842731.0
1988,Korea,,438174916.0
2000,Korea,,444810035.0
1989,Brazil,,470795753.0
2006,Brazil,,473262403.0
2006,Thailand,,475487975.0
2002,Poland,,479506516.0
1987,Korea,,482793059.0
1991,Colombia,,484986642.0
1994,Czech Republic,,487593167.0
1992,Colombia,,492185858.0
2003,Poland,,492707038.0
1977,Brazil,,501438883.0
1994,South Africa,,516230795.0
2001,Thailand,,532323112.0
1990,Colombia,,539309295.0
2004,South Africa,,540700003.0
1993,South Africa,,541955585.0
1990,Brazil,,546410160.0
1973,Colombia,,549944785.0
1991,Chile,,575859750.0
1982,Brazil,,577695039.0
2001,Colombia,,585022135.0
1995,Colombia,,586866583.0
2003,South Africa,,608581390.0
1982,Taiwan,,617069786.0
1991,Hungary,,624227866.0
1985,Chile,,624811340.0
1989,Thailand,,626032718.0
1995,South Africa,,626257607.0
2000,Poland,,632761107.0
2001,Romania,,636869083.0
1984,Brazil,,643593148.0
2002,South Africa,,644990736.0
2004,Brazil,,646604536.0
1993,Colombia,,648542403.0
2002,Korea,,657470006.0
1983,Korea,,665624126.0
1998,South Africa,,666789364.0
1999,South Africa,,669943614.0
2001,Poland,,670468736.0
1992,Chile,,686092378.0
1987,Brazil,,688641987.0
1997,South Africa,,694290770.0
2013,Brazil,,703048320.0
1997,Qatar,,705173409.0
2000,Saudi Arabia,,707503988.0
1977,Thailand,,715883953.0
2004,Thailand,,722232350.0
2005,Brazil,,723697976.0
1993,Brazil,,726672442.0
2000,South Africa,,737221627.0
2011,Colombia,,749156157.0
2005,Thailand,,750726362.0
1986,Thailand,,762121484.0
2000,Taiwan,,779075653.0
2003,Brazil,,779392718.0
2009,Brazil,,783901399.0
1995,Thailand,,792655526.0
1978,Korea,,801254989.0
1985,Colombia,,835091486.0
2002,Colombia,,835264836.0
2006,South Africa,,853103554.0
1978,Thailand,,859278853.0
2001,Korea,,864874549.0
1974,Thailand,,867668418.0
1999,Colombia,,881928095.0
1984,Korea,,891180603.0
1980,Italy,,894504816.0
1980,Thailand,,902852253.0
1985,Korea,,907605958.0
2005,South Africa,,927379768.0
2001,South Africa,,935444476.0
2008,Thailand,,938244893.0
1976,Korea,,938952566.0
2011,South Africa,,943390545.0
2004,Colombia,,951773147.0
2012,South Africa,,955734671.0
2010,South Africa,,971208512.0
1996,South Africa,,974078843.0
2012,Colombia,,1009768225.0
2011,Brazil,,1013210831.0
1985,Poland,,1014259163.0
1992,Thailand,,1014335727.0
1987,Thailand,,1016033769.0
1997,Korea,,1019452888.0
1981,Brazil,,1019510084.0
2009,Thailand,,1038513059.0
2013,Colombia,,1039328005.0
1996,Colombia,,1052281529.0
2005,Colombia,,1056910201.0
2007,South Africa,,1070653291.0
1994,Korea,,1076359694.0
2003,Colombia,,1086177861.0
1990,Korea,,1095572646.0
2000,Brazil,,1106359401.0
1984,Thailand,,1135099078.0
2000,India,,1141656334.0
2008,South Africa,,1148281785.0
1985,Brazil,,1150188786.0
1985,Thailand,,1151123605.0
1983,Thailand,,1165432587.0
1981,Thailand,,1178204797.0
2002,Thailand,,1205361664.0
1982,Colombia,,1228919949.0
2009,Colombia,,1279008966.0
2009,South Africa,,1281799284.0
1979,Thailand,,1283439829.0
1988,Thailand,,1297612686.0
1999,Brazil,,1319316622.0
1993,India,,1327287513.0
2013,South Africa,,1350212256.0
1973,Korea,,1363706959.0
1991,Brazil,,1398521154.0
1994,Thailand,,1416098158.0
1974,Korea,,1455639048.0
2002,Brazil,,1545038937.0
2001,Brazil,,1574635711.0
1982,Thailand,,1595007194.0
2006,Colombia,,1617817757.0
1979,India,,1622748901.0
1981,Korea,,1656173571.0
1996,Thailand,,1671334558.0
1998,Brazil,,1758374210.0
1990,Thailand,,1790643316.0
2000,Thailand,,1792837766.0
1985,India,,1837835819.0
1991,Thailand,,1898189675.0
2000,Colombia,,1899134643.0
1996,Brazil,,1902899155.0
1999,India,,1932216592.0
1997,Brazil,,2033092975.0
1990,India,,2036236423.0
2001,India,,2198367696.0
1976,India,,2233586413.0
1973,India,,2285256534.0
2002,India,,2324315788.0
1998,Thailand,,2437534353.0
2012,Brazil,,2443208137.0
1998,India,,2478951563.0
1995,Brazil,,2573830958.0
1989,Poland,,2608739881.0
2003,India,,2616814261.0
1980,Korea,,2625763424.0
1983,India,,2653699004.0
1995,India,,2704173002.0
1999,Saudi Arabia,,2722986716.0
1994,Brazil,,2807702721.0
1982,India,,2822105457.0
2004,India,,2884182630.0
1978,India,,2927325215.0
1980,India,,2968245303.0
1975,India,,3000656166.0
1986,India,,3003947484.0
1990,Poland,,3069497876.0
1989,India,,3091093501.0
1977,India,,3197135157.0
1993,Thailand,,3338548445.0
2005,India,,3340560624.0
1995,Poland,,3376022477.0
2011,India,,3652445742.0
1991,India,,3660869551.0
1974,India,,3697747278.0
1981,India,,3706661088.0
2009,India,,3706828324.0
1999,Thailand,,3761639876.0
2010,India,,3826639675.0
1988,India,,3844238228.0
1994,India,,4096778597.0
2006,India,,4144135136.0
1996,India,,4151165519.0
1987,India,,4191375895.0
2013,India,,4550646147.0
1984,India,,4584531386.0
1997,India,,4794906726.0
2012,India,,4970365576.0
2008,India,,5044559917.0
1992,India,,5341953099.0
2007,India,,5386224705.0
1999,Korea,,5783774361.0
1997,Thailand,,6371021429.0
1992,Poland,,9141850218.0
